transaction_id,customer_id,product_id,transaction_date,transaction_amount,quantity,payment_method,status,region,sales_rep_id
TXN_03082,CUST_1680,PROD_0785,01/23/2024,6318.99,10,Crypto,Completed,North,REP_063
TXN_03083,CUST_0477,PROD_0168,2023.12.20,1432.88,4,Credit Card,Completed,north,REP_158
TXN_03084,CUST_1879,PROD_0397,2024-01-13,84.13,2,Bank Transfer,Completed,SOUTH,REP_113
TXN_03085,CUST_0010,PROD_0180,11-Nov-2023,1091.49,1,Credit Card,Completed,East,REP_083
TXN_03086,CUST_1583,PROD_0058,2023-04-15,3239.78,4,Credit Card,Completed,East,REP_157
TXN_03087,CUST_1527,PROD_0480,08/02/2024,6544.25,10,Bank Transfer,Completed,South,REP_194
TXN_03088,CUST_1284,PROD_0591,15-Oct-2024,"$2,973.03",10,Credit Card,Completed,South,REP_200
TXN_03089,CUST_0524,PROD_0460,07/22/2023,547.32,1,Crypto,Pending,South,REP_022
TXN_03090,CUST_0810,PROD_0061,2024.09.02,"$6,106.75",10,Bank Transfer,Complted,East,REP_163
TXN_03091,CUST_1762,PROD_0369,2023.12.01,649.3,1,Crypto,Completed,NORTH,REP_170
TXN_03092,CUST_0772,PROD_0121,08/24/2023,292.25,1,Credit Card,Completed,South,REP_152
TXN_03093,CUST_1620,PROD_0719,10/21/2025,423.36,1,PayPal,Completed,WEST,REP_026
TXN_03094,CUST_1884,PROD_0546,05/09/2024,185.65,1,Crypto,Complted,West,REP_159
TXN_03095,CUST_0860,PROD_0582,11-Oct-2024,"2,537.03",3,Crypto,Completed,South,REP_087
TXN_03096,CUST_1030,PROD_0017,2023.09.10,,5,Credit Card,Completed,,REP_130
TXN_03097,CUST_1934,PROD_0496,03/09/2023,"$1,949.59",3,PayPal,Completed,North,BAD_REP_31
TXN_03098,CUST_1783,PROD_0497,1800-01-01,1446.64,2,Bank Transfer,Completed,North,REP_097
TXN_03099,BAD_CUST_170,PROD_0505,15-Feb-2024,1707.06,2,PayPal,Refunded,West,REP_140
TXN_03100,CUST_0175,PROD_0532,02/24/2024,767.87,3,Bank Transfer,Refunded,,REP_073
TXN_03101,CUST_0442,PROD_0315,2023-11-20,"1,007.16",1,Credit Card,Pending,South,REP_172
TXN_03102,CUST_1601,PROD_0069,11-Nov-2025,2800.74,4,PayPal,Completed,EAST,REP_043
TXN_03103,CUST_1171,PROD_0727,01/13/2025,143.93,2,Credit Card,Completed,,REP_195
TXN_03104,CUST_1593,PROD_0161,2024-12-26,$910.48,2,Crypto,Pending,WEST,REP_088
TXN_03105,CUST_1217,PROD_0614,06-Nov-2023,$622.70,10000,PayPal,Completed,south,REP_097
TXN_03106,CUST_1037,PROD_0718,10/25/2023,3090.75,5,Bank Transfer,Completed,West,REP_166
TXN_03107,CUST_1928,PROD_0145,2025-10-20,$32.03,1,Crypto,Completed,West,REP_194
TXN_03108,CUST_1554,PROD_0569,2025.05.12,999999.99,1,Bank Transfer,Completed,East,REP_040
TXN_03109,CUST_0246,PROD_0595,10/11/2023,1318.94,3,Crypto,Pending,East,REP_150
TXN_03110,CUST_0675,PROD_0385,2023.09.13,$237.50,1,Bank Transfer,Pending,West,REP_191
TXN_03111,CUST_1879,PROD_0269,27-Oct-2024,721.25,5,Bank Transfer,Pending,North,REP_187
TXN_03112,CUST_0114,PROD_0454,2024-11-06,406.69,1,Credit Card,Pending,South,REP_019
TXN_03113,CUST_1012,PROD_0699,15-Feb-2025,308.47,1,Crypto,Complted,West,REP_020
TXN_03114,CUST_0794,PROD_0518,2024.11.06,"2,272.28",5,Credit Card,Completed,West,REP_119
TXN_03115,CUST_0233,PROD_0350,2023-01-10,83.89,1,Credit Card,Completed,West,REP_073
TXN_03116,CUST_1702,PROD_0110,25-Dec-2024,1266.01,2,Credit Card,Completed,West,REP_171
TXN_03117,CUST_0980,PROD_0483,11/22/2023,$551.52,1,Credit Card,Completed,East,REP_186
TXN_03118,CUST_1346,PROD_0407,13-Nov-2023,199.69,1,Bank Transfer,Completed,East,REP_082
TXN_03119,CUST_1562,PROD_0650,2024-01-13,$498.61,2,Credit Card,Refunded,,REP_105
TXN_03120,CUST_0126,PROD_0051,25-Nov-2023,$180.97,1,Credit Card,Completed,South,REP_054
TXN_03121,CUST_1337,PROD_0403,10/27/2023,2081.8,5,Credit Card,Complted,west,REP_082
TXN_03122,CUST_0511,PROD_0563,02-Dec-2023,2515.68,3,Bank Transfer,Completed,NORTH,REP_040
TXN_03123,CUST_1508,PROD_0476,10/06/2024,606.24,1,Crypto,Completed,East,REP_100
TXN_03124,CUST_0281,PROD_0087,2024-10-22,694.17,2,Bank Transfer,Completed,South,REP_027
TXN_03125,CUST_0798,PROD_0068,21-Apr-2023,"$2,006.55",2,Bank Transfer,Pending,North,REP_141
TXN_03126,CUST_0978,PROD_0596,08-Dec-2024,$868.43,1,Bank Transfer,Completed,,REP_047
TXN_03127,CUST_0903,PROD_0042,2024.02.20,$548.02,1,Crypto,Completed,south,REP_200
TXN_03128,CUST_1307,PROD_0731,2023.12.01,385.81,1,Credit Card,Completed,,REP_112
TXN_03129,CUST_0651,PROD_0057,12/11/2025,2231.37,2,Credit Card,Completed,East,REP_151
TXN_03130,CUST_1637,PROD_0738,2024.03.06,1402.28,2,Crypto,Completed,West,REP_119
TXN_03131,CUST_0392,PROD_0196,23-May-2024,"1,941.80",2,Crypto,Pending,SOUTH,REP_059
TXN_03132,CUST_1547,PROD_0760,06/12/2025,"$1,997.52",3,PayPal,Pending,,REP_077
TXN_03133,CUST_0382,PROD_0678,2024.01.24,113.81,3,Credit Card,Completed,South,REP_126
TXN_03134,CUST_0216,PROD_0062,03/08/2025,576.47,2,Bank Transfer,Completed,south,REP_007
TXN_03135,CUST_0542,PROD_0263,2024.12.26,$469.27,0,Bank Transfer,Completed,East,REP_050
TXN_03136,CUST_0606,PROD_0112,03-Apr-2023,725.62,1,Credit Card,Completed,North,REP_104
TXN_03137,CUST_0116,PROD_0765,2025.08.15,,5,Crypto,Completed,South,REP_066
TXN_03138,CUST_0509,PROD_0711,02/10/2025,435.41,2,PayPal,Completed,East,REP_131
TXN_03139,CUST_1524,PROD_0178,11/24/2024,$544.36,4,Bank Transfer,Pending,,REP_106
TXN_03140,CUST_0271,PROD_0026,2023-11-01,145.19,2,PayPal,Completed,West,REP_167
TXN_03141,CUST_1464,PROD_0410,2023.05.25,205.07,1,Bank Transfer,Completed,West,REP_007
TXN_03142,CUST_1315,PROD_0758,2025-12-23,"1,679.92",2,Bank Transfer,Completed,West,REP_196
TXN_03143,CUST_1063,PROD_0531,08/16/2023,594.73,1,Credit Card,Completed,SOUTH,REP_183
TXN_03144,CUST_1048,PROD_0777,07/11/2024,"1,678.44",2,Bank Transfer,Completed,South,REP_008
TXN_03145,BAD_CUST_78,PROD_0317,2023-12-16,595.58,1,PayPal,Pending,South,REP_032
TXN_03146,CUST_1067,PROD_0532,02/05/2024,"$1,023.82",4,PayPal,Completed,East,REP_019
TXN_03147,BAD_CUST_47,PROD_0106,18-Oct-2025,"$1,966.22",2,Credit Card,Completed,South,REP_118
TXN_03148,CUST_0340,PROD_0749,2025-12-11,$511.46,2,Bank Transfer,Completed,East,REP_140
TXN_03149,CUST_0169,PROD_0464,2023-07-22,$564.99,1,PayPal,Completed,North,REP_057
TXN_03150,CUST_1839,PROD_0246,2025-12-02,999999.99,10,Crypto,Completed,South,REP_138
TXN_03151,CUST_1562,PROD_0081,10/22/2023,"1,717.63",4,Credit Card,Completed,North,REP_091
TXN_03152,CUST_1716,PROD_0662,12/18/2024,2763.26,3,Crypto,Completed,West,REP_021
TXN_03153,CUST_1496,PROD_0396,2024-01-13,$543.06,1,PayPal,Completed,North,REP_148
TXN_03154,CUST_0662,BAD_PROD_5,2024-07-07,$871.35,2,Crypto,Refunded,North,REP_121
TXN_03155,CUST_1669,PROD_0736,2023-10-07,$190.65,1,Credit Card,Completed,EAST,REP_132
TXN_03156,CUST_0143,PROD_0264,2023.09.12,924.69,2,Crypto,Completed,East,REP_147
TXN_03157,CUST_1700,PROD_0661,13-Mar-2023,311.17,1,PayPal,Completed,East,REP_029
TXN_03158,CUST_1125,PROD_0790,05/21/2025,"1,309.83",2,Crypto,Completed,East,REP_071
TXN_03159,CUST_0575,PROD_0274,16-Apr-2024,$602.31,2,Crypto,Completed,West,REP_064
TXN_03160,CUST_1629,PROD_0706,2024-10-20,421.45,1,Crypto,Completed,north,REP_200
TXN_03161,CUST_1743,PROD_0172,10/01/2023,$65.69,1,Bank Transfer,Completed,,REP_139
TXN_03162,CUST_0475,PROD_0265,27-Aug-2023,"3,431.37",5,PayPal,Pending,West,REP_033
TXN_03163,CUST_1969,PROD_0026,2023.12.25,$72.59,1,Crypto,Completed,East,REP_025
TXN_03164,CUST_0311,PROD_0469,28-Mar-2025,"1,299.14",3,PayPal,Cancelled,North,REP_161
TXN_03165,CUST_1608,PROD_0476,07-Oct-2025,606.24,1,Crypto,Pending,North,REP_026
TXN_03166,CUST_1084,PROD_0356,2024-11-20,708.42,1,Credit Card,Completed,West,REP_036
TXN_03167,CUST_1977,PROD_0026,07/13/2025,72.59,1,Credit Card,Completed,East,REP_011
TXN_03168,CUST_1053,PROD_0034,08/25/2023,1142.88,3,Credit Card,Completed,West,REP_030
TXN_03169,CUST_0531,PROD_0264,05/04/2025,-150.00,1,Crypto,Completed,NORTH,REP_057
TXN_03170,CUST_0991,PROD_0138,04/26/2025,"1,691.37",5,PayPal,Completed,East,REP_097
TXN_03171,CUST_0073,PROD_0695,06/19/2024,1139.78,2,Credit Card,Completed,,REP_138
TXN_03172,CUST_1418,PROD_0754,10/17/2024,452.49,1,Bank Transfer,Cancelled,North,REP_025
TXN_03173,CUST_0869,PROD_0566,10/25/2023,"3,308.39",3,Credit Card,Complted,South,REP_096
TXN_03174,CUST_0394,PROD_0462,2023-11-26,413.75,1,Credit Card,Completed,East,REP_196
TXN_03175,CUST_1782,PROD_0168,2025.11.13,1074.66,3,Bank Transfer,Completed,North,BAD_REP_3
TXN_03176,CUST_0481,PROD_0631,11/28/2024,$943.73,1,Credit Card,Completed,East,REP_123
TXN_03177,CUST_0473,PROD_0655,03-Jun-2023,457.14,1,Crypto,Pending,North,REP_034
TXN_03178,CUST_0313,PROD_0081,2024.03.09,1288.22,3,Crypto,Completed,,REP_086
TXN_03179,CUST_1462,PROD_0757,2024-10-26,"2,458.46",10,Credit Card,Completed,South,REP_054
TXN_03180,CUST_0952,PROD_0407,22-Jun-2024,199.69,1,PayPal,Pending,West,REP_051
TXN_03181,CUST_0324,PROD_0574,12/16/2024,1664.05,4,PayPal,Pending,West,REP_006
TXN_03182,CUST_1013,PROD_0046,2024-09-15,$139.09,1,Credit Card,Pending,west,REP_187
TXN_03183,CUST_0965,PROD_0599,07/06/2025,1577.32,4,Bank Transfer,Pending,South,REP_054
TXN_03184,CUST_0087,PROD_0611,2099-12-31,489.6,2,Crypto,Completed,East,REP_017
TXN_03185,CUST_0359,PROD_0053,2023-10-10,1149.88,1,Crypto,Completed,East,REP_154
TXN_03186,CUST_0695,PROD_0704,01-Jun-2023,458.85,1,Crypto,Completed,North,REP_088
TXN_03187,CUST_0197,PROD_0476,2025.03.19,606.24,1,Credit Card,Completed,North,REP_137
TXN_03188,CUST_0756,PROD_0592,09/11/2024,473.2,1,Crypto,Completed,East,REP_002
TXN_03189,CUST_1864,PROD_0016,2023.01.28,"1,057.95",1,Credit Card,Pending,South,REP_020
TXN_03190,CUST_0977,PROD_0360,08/14/2023,$592.08,2,Credit Card,Completed,SOUTH,REP_091
TXN_03191,CUST_1409,PROD_0487,2023-04-24,635.62,10,PayPal,Cancelled,West,REP_006
TXN_03192,CUST_1142,PROD_0706,12/15/2023,$421.45,10000,Bank Transfer,Completed,West,REP_119
TXN_03193,CUST_0498,PROD_0502,2023-05-22,906.08,2,Bank Transfer,Completed,West,REP_079
TXN_03194,CUST_0908,PROD_0141,2023.02.05,,2,Bank Transfer,Completed,,REP_055
TXN_03195,CUST_0931,PROD_0620,07/28/2024,851.45,10,Crypto,Completed,,REP_048
TXN_03196,CUST_1908,BAD_PROD_45,01/06/2024,"$1,678.44",2,PayPal,Completed,East,REP_058
TXN_03197,CUST_0462,PROD_0447,2023.11.16,2239.39,2,PayPal,Completed,EAST,REP_170
TXN_03198,CUST_1520,PROD_0290,2025-01-10,,1,Credit Card,Completed,South,REP_149
TXN_03199,CUST_1618,PROD_0209,2024-08-28,153.47,1,PayPal,Refunded,South,REP_006
TXN_03200,CUST_0970,PROD_0475,02/28/2024,$129.59,1,Credit Card,Completed,North,REP_030
TXN_03201,CUST_1271,PROD_0413,2025.01.15,133.94,1,PayPal,Completed,North,REP_151
TXN_03202,CUST_1999,PROD_0677,2099-12-31,12.24,1,Credit Card,Completed,East,REP_036
TXN_03203,CUST_0234,PROD_0427,15-May-2023,1935.2,2,Crypto,Completed,East,REP_110
TXN_03204,CUST_0417,PROD_0371,2023-04-07,417.28,-5,PayPal,Pending,East,REP_121
TXN_03205,CUST_1491,PROD_0664,03/23/2025,1337.54,2,Bank Transfer,Completed,east,REP_003
TXN_03206,CUST_1506,PROD_0290,2025-12-23,406.84,1,Credit Card,Cancelled,South,REP_090
TXN_03207,CUST_1389,PROD_0432,2023.12.13,"$4,811.22",10,PayPal,Completed,West,REP_162
TXN_03208,CUST_0153,PROD_0268,01-Aug-2025,"3,824.49",5,PayPal,Completed,West,REP_030
TXN_03209,CUST_0272,PROD_0151,2099-12-31,769.60,1,Credit Card,Pending,West,REP_115
TXN_03210,CUST_0392,BAD_PROD_58,07/07/2025,423.36,1,PayPal,Refunded,,REP_170
TXN_03211,CUST_0547,PROD_0255,2023-10-26,155.37,2,Bank Transfer,Refunded,North,REP_149
TXN_03212,CUST_0725,PROD_0353,01/24/2023,$450.55,1,Credit Card,Completed,North,REP_118
TXN_03213,BAD_CUST_215,PROD_0377,2024.09.09,$485.69,1,Credit Card,Completed,North,REP_088
TXN_03214,CUST_1454,BAD_PROD_84,07-Dec-2024,"1,149.14",1,Credit Card,Completed,South,REP_004
TXN_03215,CUST_1675,PROD_0358,2023.11.28,"$4,597.39",10,Credit Card,Pending,,REP_177
TXN_03216,CUST_0189,PROD_0608,07/01/2025,218.5,5,Credit Card,Pending,North,REP_176
TXN_03217,BAD_CUST_118,PROD_0370,2025-03-23,464.5,2,Bank Transfer,Completed,West,REP_051
TXN_03218,CUST_1931,PROD_0227,2024-08-24,559.33,2,Credit Card,Completed,North,REP_024
TXN_03219,CUST_1276,PROD_0705,04/13/2023,6546.45,10,Bank Transfer,Completed,West,REP_046
TXN_03220,BAD_CUST_120,BAD_PROD_157,12/22/2024,"$2,283.04",10,Bank Transfer,Completed,East,REP_116
TXN_03221,CUST_0662,PROD_0389,2024.11.20,1752.76,10,Bank Transfer,Completed,South,REP_027
TXN_03222,CUST_0853,PROD_0377,2025-11-14,$485.69,1,Credit Card,Completed,south,REP_095
TXN_03223,CUST_1243,PROD_0118,04-Oct-2025,176.94,1,Bank Transfer,Cancelled,north,REP_111
TXN_03224,CUST_0594,PROD_0005,1800-01-01,1775.88,10000,Credit Card,Completed,North,REP_179
TXN_03225,CUST_0190,PROD_0444,2023.12.07,1186.76,2,Bank Transfer,Completed,West,REP_099
TXN_03226,CUST_0234,PROD_0352,10/03/2025,$210.06,1,Credit Card,Completed,North,REP_116
TXN_03227,CUST_1712,PROD_0755,13-Nov-2024,452.01,1,PayPal,Completed,South,REP_020
TXN_03228,CUST_0232,PROD_0533,23-Dec-2024,1409.06,5,PayPal,Completed,North,REP_080
TXN_03229,CUST_0358,PROD_0664,18-Jan-2025,3343.84,5,Bank Transfer,Cancelled,west,REP_095
TXN_03230,CUST_0478,PROD_0640,24-Sep-2023,755.81,1,Crypto,Completed,EAST,REP_199
TXN_03231,CUST_1599,PROD_0124,2025-01-10,679.38,5,Crypto,Completed,South,REP_146
TXN_03232,CUST_1971,PROD_0658,2023.10.10,287.73,2,PayPal,Pending,South,REP_136
TXN_03233,CUST_1453,PROD_0277,2023.10.12,2116.12,4,Bank Transfer,Completed,East,REP_155
TXN_03234,CUST_0237,PROD_0394,2025-06-03,257.93,1,Bank Transfer,Completed,East,REP_014
TXN_03235,CUST_1057,PROD_0664,2024-04-17,668.77,1,Bank Transfer,Completed,South,REP_146
TXN_03236,BAD_CUST_84,PROD_0360,17-May-2023,296.04,1,Crypto,Completed,West,REP_065
TXN_03237,CUST_1596,PROD_0623,05/15/2024,338.57,1,PayPal,Completed,West,REP_159
TXN_03238,CUST_0379,PROD_0469,07-Oct-2025,866.09,2,Bank Transfer,Completed,North,REP_020
TXN_03239,CUST_1026,PROD_0628,04-Oct-2025,937.26,1,PayPal,Pending,West,REP_070
TXN_03240,CUST_0909,PROD_0700,06/13/2025,1726.62,10,PayPal,Completed,South,REP_045
TXN_03241,CUST_0450,PROD_0057,11/27/2023,"$1,115.69",1,Credit Card,Completed,North,REP_001
TXN_03242,CUST_0569,PROD_0251,02-May-2025,216.9,1,Crypto,Completed,West,REP_147
TXN_03243,CUST_1451,PROD_0150,2025-10-05,798.58,2,PayPal,Completed,EAST,REP_039
TXN_03244,CUST_0813,PROD_0452,2025-02-13,,2,Credit Card,Completed,West,REP_119
TXN_03245,CUST_1823,PROD_0162,2025-09-21,361.33,1,Crypto,Pending,North,REP_155
TXN_03246,CUST_1674,PROD_0120,02/14/2024,400.44,3,Bank Transfer,Completed,East,REP_056
TXN_03247,CUST_0279,PROD_0582,12/13/2024,"1,691.36",2,Bank Transfer,Completed,North,REP_144
TXN_03248,BAD_CUST_72,PROD_0351,04-Jul-2025,"$1,099.67",2,Credit Card,Cancelled,NORTH,REP_007
TXN_03249,CUST_1775,PROD_0099,2025-11-27,80.2,3,Bank Transfer,Completed,East,REP_020
TXN_03250,CUST_1309,PROD_0167,06/19/2024,415.46,1,Credit Card,Completed,North,REP_159
TXN_03251,CUST_1567,PROD_0663,22-Apr-2025,1469.77,2,Credit Card,Completed,South,REP_084
TXN_03252,CUST_0718,PROD_0514,2024.10.16,"4,998.78",5,Bank Transfer,Completed,North,REP_079
TXN_03253,CUST_0970,PROD_0664,2025.06.28,668.77,1,Crypto,Completed,South,REP_153
TXN_03254,CUST_1298,PROD_0401,10/12/2025,266.24,1,Credit Card,Completed,east,REP_110
TXN_03255,CUST_1035,PROD_0365,18-Dec-2024,5768.62,10,Crypto,Completed,North,REP_001
TXN_03256,CUST_0871,PROD_0577,2024.11.11,775.69,1,Crypto,Completed,West,REP_145
TXN_03257,BAD_CUST_3,PROD_0326,12-Sep-2023,528.88,1,Credit Card,Completed,North,REP_080
TXN_03258,CUST_1539,PROD_0581,10/19/2023,4259.48,10,Crypto,Completed,South,REP_027
TXN_03259,CUST_1666,PROD_0633,2025.03.10,$641.76,1,Credit Card,Completed,SOUTH,REP_119
TXN_03260,CUST_0438,PROD_0621,2024-12-05,$101.85,1,Bank Transfer,Completed,West,REP_123
TXN_03261,CUST_1608,BAD_PROD_207,11-Nov-2025,733.66,5,Bank Transfer,Completed,East,REP_024
TXN_03262,CUST_0671,PROD_0434,2023.06.18,625.93,5,Bank Transfer,Completed,South,REP_190
TXN_03263,CUST_0904,PROD_0093,18-Jul-2024,$38.76,1,Bank Transfer,Completed,South,BAD_REP_103
TXN_03264,CUST_1451,PROD_0268,2023-01-27,1529.8,2,Bank Transfer,Completed,South,REP_051
TXN_03265,CUST_1456,PROD_0615,05-Jan-2023,"2,634.74",4,Crypto,Completed,North,REP_194
TXN_03266,CUST_1154,PROD_0624,04/06/2024,834.65,3,Crypto,Completed,North,REP_057
TXN_03267,CUST_1046,PROD_0321,03/16/2024,$493.10,1,Crypto,Pending,North,REP_055
TXN_03268,CUST_0892,PROD_0062,2024-09-26,288.23,1,PayPal,Completed,North,REP_053
TXN_03269,CUST_0389,PROD_0300,2024.06.03,$183.17,1,PayPal,Cancelled,NORTH,BAD_REP_128
TXN_03270,CUST_0135,PROD_0403,2025-01-06,999999.99,5,Credit Card,Pending,,REP_019
TXN_03271,CUST_0532,PROD_0648,2025.11.10,$203.07,5,PayPal,Refunded,South,REP_109
TXN_03272,CUST_0220,PROD_0567,2023.01.26,6379.4,10,Bank Transfer,Pending,West,REP_141
TXN_03273,CUST_0333,PROD_0620,2023.01.18,,5,Bank Transfer,Completed,South,REP_029
TXN_03274,CUST_1154,PROD_0303,2024.03.24,$456.61,2,Bank Transfer,Completed,,REP_134
TXN_03275,CUST_1056,PROD_0770,2025-08-25,62.29,1,Credit Card,Completed,North,REP_120
TXN_03276,CUST_1626,PROD_0253,2025.03.16,"$1,927.42",3,Credit Card,Completed,East,REP_129
TXN_03277,CUST_1795,PROD_0734,08/24/2024,$460.69,3,Credit Card,Completed,East,REP_152
TXN_03278,CUST_1449,BAD_PROD_114,02/25/2023,,2,Credit Card,Completed,West,REP_074
TXN_03279,CUST_1322,PROD_0369,2023-06-05,$649.30,1,Crypto,Completed,South,BAD_REP_57
TXN_03280,CUST_1528,PROD_0679,2024-09-13,"4,847.28",10,Credit Card,Completed,WEST,REP_006
TXN_03281,CUST_1869,PROD_0160,2025-10-01,468.88,1,Credit Card,Completed,East,REP_176
TXN_03282,CUST_1785,PROD_0166,2023.03.03,898.08,1,PayPal,Completed,south,REP_148
TXN_03283,CUST_1709,PROD_0205,2023-12-28,"1,770.98",2,Crypto,Completed,,REP_076
TXN_03284,CUST_0357,PROD_0267,2023-11-22,1055.66,2,Bank Transfer,Pending,East,REP_067
TXN_03285,CUST_1479,PROD_0138,02-Dec-2023,338.27,1,PayPal,Pending,North,REP_183
TXN_03286,CUST_0401,PROD_0368,28-Nov-2025,"2,022.18",4,Credit Card,Pending,West,REP_018
TXN_03287,BAD_CUST_23,PROD_0443,08/16/2025,809.38,1,Bank Transfer,Completed,North,REP_021
TXN_03288,CUST_1583,PROD_0760,2025-12-14,665.84,1,Bank Transfer,Cancelled,West,REP_192
TXN_03289,CUST_0990,PROD_0567,08/04/2025,,1,Bank Transfer,Completed,South,REP_165
TXN_03290,CUST_0709,PROD_0721,2025.12.14,1798.76,3,PayPal,Pending,south,REP_019
TXN_03291,CUST_1944,PROD_0017,11/25/2024,4460.6,10,Crypto,Completed,South,REP_056
TXN_03292,CUST_1479,PROD_0068,2024-01-20,"4,013.10",4,Crypto,Completed,South,REP_190
TXN_03293,CUST_1915,PROD_0133,07/17/2025,2649.66,10,Bank Transfer,Completed,,REP_018
TXN_03294,CUST_1058,PROD_0700,25-May-2023,172.66,1,Credit Card,Completed,North,REP_158
TXN_03295,CUST_1790,PROD_0430,2023-12-23,748.83,1,Crypto,Completed,East,REP_184
TXN_03296,CUST_0248,PROD_0308,11/05/2023,582.23,2,Crypto,Completed,WEST,REP_106
TXN_03297,CUST_0946,PROD_0650,2024.06.07,249.3,1,Credit Card,Complted,West,REP_170
TXN_03298,CUST_0042,PROD_0174,2025.04.23,"1,896.83",4,PayPal,Completed,North,REP_053
TXN_03299,CUST_0801,PROD_0412,2023-12-03,1294.22,2,PayPal,Completed,,REP_086
TXN_03300,CUST_0123,PROD_0097,2023.01.15,"3,455.31",10,Credit Card,Completed,East,REP_050
TXN_03301,CUST_0027,PROD_0683,2025-11-16,128.93,1,PayPal,Completed,South,REP_127
TXN_03302,CUST_1486,PROD_0154,01/25/2024,803.32,1,Bank Transfer,Completed,East,REP_004
TXN_03303,CUST_0571,PROD_0695,2024.12.19,"$1,139.78",2,Crypto,Completed,East,REP_063
TXN_03304,CUST_1171,PROD_0242,10/24/2024,583.28,1,PayPal,Completed,west,REP_195
TXN_03305,CUST_0496,PROD_0304,2023-02-13,$683.01,2,Bank Transfer,Completed,East,REP_113
TXN_03306,CUST_1651,PROD_0285,2023.07.01,556.75,1,Bank Transfer,Completed,,REP_056
TXN_03307,CUST_0486,PROD_0027,2023-10-13,79.41,1,Bank Transfer,Completed,South,REP_177
TXN_03308,CUST_1484,PROD_0402,12/07/2025,341.05,1,Bank Transfer,Refunded,West,REP_150
TXN_03309,CUST_0899,PROD_0360,2024-06-20,$296.04,1,Bank Transfer,Pnding,North,REP_140
TXN_03310,CUST_0711,PROD_0060,2025-04-08,645.66,2,Credit Card,Completed,West,REP_177
TXN_03311,CUST_1152,PROD_0202,23-Dec-2025,$615.66,1,Crypto,Completed,East,REP_013
TXN_03312,CUST_0376,PROD_0762,20-Oct-2024,779.42,1,Crypto,Completed,East,REP_105
TXN_03313,CUST_0665,PROD_0581,12/13/2024,425.95,1,Credit Card,Completed,North,REP_033
TXN_03314,CUST_1905,PROD_0370,2023-05-13,232.25,1,Credit Card,Completed,,REP_175
TXN_03315,CUST_0783,PROD_0533,2025.12.14,281.81,1,Bank Transfer,Pending,WEST,REP_064
TXN_03316,CUST_0851,PROD_0152,05/22/2024,356.95,1,PayPal,Completed,South,REP_083
TXN_03317,CUST_1980,PROD_0102,2023-01-07,1145.59,2,Crypto,Completed,West,REP_105
TXN_03318,CUST_1107,PROD_0607,2024.12.05,"2,399.63",2,PayPal,Completed,East,REP_145
TXN_03319,CUST_1559,PROD_0446,07/12/2024,$815.57,2,Crypto,Complted,North,REP_034
TXN_03320,CUST_1547,PROD_0229,10-Oct-2025,2863.2,4,Bank Transfer,Completed,NORTH,REP_068
TXN_03321,CUST_1723,PROD_0125,2024.11.28,759.19,1,PayPal,Completed,WEST,REP_039
TXN_03322,CUST_1652,PROD_0770,22-Aug-2023,124.58,2,Crypto,Completed,,REP_200
TXN_03323,CUST_0674,PROD_0236,10/26/2023,2536.44,4,Crypto,Completed,North,REP_129
TXN_03324,CUST_1127,BAD_PROD_188,22-Dec-2025,$361.33,1,Bank Transfer,Completed,,REP_133
TXN_03325,CUST_1779,PROD_0554,2025.11.22,$316.73,3,PayPal,Pending,south,REP_040
TXN_03326,CUST_1543,PROD_0788,24-Dec-2024,235.32,1,Bank Transfer,Pending,,REP_063
TXN_03327,CUST_0362,PROD_0353,2023.11.03,,1,PayPal,Pending,,REP_129
TXN_03328,CUST_0684,PROD_0068,06/09/2025,3009.83,3,PayPal,Completed,west,REP_163
TXN_03329,CUST_1280,BAD_PROD_134,11/04/2023,917.19,1,Crypto,Completed,South,REP_145
TXN_03330,CUST_0247,PROD_0637,24-Apr-2025,355.84,1,Credit Card,Cancelled,East,REP_094
TXN_03331,CUST_1216,PROD_0682,24-Dec-2025,439.28,1,PayPal,Completed,North,REP_099
TXN_03332,CUST_1650,PROD_0559,2023-11-14,390.83,1,PayPal,Completed,South,REP_060
TXN_03333,CUST_0535,PROD_0261,2023.07.20,297.62,1,Bank Transfer,Completed,South,REP_129
TXN_03334,BAD_CUST_289,PROD_0217,03-Jan-2023,687.23,-5,PayPal,Completed,west,REP_132
TXN_03335,CUST_0314,PROD_0124,01/19/2023,407.63,3,PayPal,Completed,East,REP_137
TXN_03336,CUST_1300,PROD_0162,2025-12-08,"$1,084.00",3,PayPal,Completed,South,REP_045
TXN_03337,CUST_1947,PROD_0201,04-Dec-2024,$528.67,1,PayPal,Completed,East,REP_160
TXN_03338,CUST_1397,PROD_0454,09/02/2024,4066.89,10,PayPal,Complted,South,REP_069
TXN_03339,CUST_0444,PROD_0402,2025.10.11,682.1,2,Credit Card,Completed,North,REP_014
TXN_03340,CUST_1672,PROD_0462,2024.02.11,413.75,1,Crypto,Completed,East,REP_179
TXN_03341,CUST_0869,PROD_0275,2025-03-20,2651.87,4,PayPal,Completed,West,REP_151
TXN_03342,CUST_1219,PROD_0206,04/02/2025,1232.65,3,Bank Transfer,Completed,South,REP_174
TXN_03343,CUST_1282,PROD_0040,2025-04-21,1693.69,3,Bank Transfer,Completed,North,REP_155
TXN_03344,CUST_1814,PROD_0273,2024.02.08,552.99,1,PayPal,Completed,South,REP_089
